날짜,PM10,PM2.5,오존,이산화질소,일산화탄소,아황산가스,평균기온,강수량,풍속,풍향,상대습도
2019-08-01,19,11,0.015,0.016,0.3,0.013,28.1,,4.3,270,81.9
2019-08-02,30,24,0.035,0.039,0.4,0.02,29.4,,2.2,90,72.5
2019-08-03,29,22,0.033,0.027,0.3,0.016,28.9,,2.3,70,72.4
2019-08-04,26,20,0.022,0.024,0.3,0.018,28.8,,2.3,110,68.1
2019-08-05,33,23,0.016,0.036,0.4,0.016,28.8,,2.3,90,66.1
2019-08-06,22,14,0.024,0.018,0.3,0.003,25.8,72.5,4,50,86.5
2019-08-07,29,19,0.02,0.026,0.3,0.017,27.5,1.2,4.9,200,86.4
2019-08-08,36,27,0.014,0.028,0.3,0.022,28.7,,2.4,200,77.9
2019-08-09,32,22,0.013,0.028,0.3,0.017,28.9,,1.6,110,76.6
2019-08-10,23,13,0.028,0.016,0.3,0.008,28.3,,2.8,70,77
2019-08-11,15,11,0.034,0.01,0.3,0.006,28,,3,70,79.9
2019-08-12,23,13,0.013,0.019,0.3,0.012,29.3,,2.7,200,78
2019-08-13,21,11,0.019,0.022,0.3,0.007,30.6,,2.8,50,66.6
2019-08-14,27,14,0.025,0.018,0.3,0.004,29.4,0.2,4.1,50,74.1
2019-08-15,8,6,0.02,0.012,0.3,0.003,27.4,6.2,3.2,50,86
2019-08-16,22,13,0.039,0.023,0.4,0.007,28.2,,5.6,270,76
2019-08-17,35,23,0.054,0.019,0.5,0.01,27.2,,4.3,250,73.9
2019-08-18,54,44,0.059,0.021,0.5,0.015,27.3,,3.8,250,82.9
2019-08-19,59,46,0.039,0.036,0.5,0.009,27.2,,2.2,110,78.3
2019-08-20,37,25,0.038,0.024,0.4,0.005,26.8,,3.1,50,74.3
2019-08-21,28,20,0.026,0.032,0.4,0.013,26.6,23,2.4,50,85.6
2019-08-22,21,10,0.012,0.019,0.3,0.009,26.1,45.1,5.9,230,94.8
2019-08-23,43,29,0.025,0.032,0.5,0.011,25.5,0,2.4,270,76.4
2019-08-24,31,21,0.051,0.02,0.5,0.006,25,0,2.4,320,64.1
2019-08-25,30,19,0.038,0.025,0.5,0.011,24.3,0,2.2,230,71.9
2019-08-26,35,25,0.043,0.035,0.5,0.011,25.2,,2.2,140,75.6
2019-08-27,18,14,0.022,0.029,0.4,0.006,23.5,4.7,2,50,95.6
2019-08-28,34,23,0.017,0.033,0.4,0.016,24.1,2.2,2.1,70,93.8
2019-08-29,31,23,0.024,0.03,0.4,0.008,23.1,1.2,2.9,270,89.1
2019-08-30,32,20,0.04,0.026,0.4,0.007,24.6,,3.3,270,72.5
2019-08-31,27,17,0.05,0.024,0.4,0.01,24.4,,3.1,230,66.4
2019-09-01,34,27,0.039,0.033,0.4,0.011,23.7,2.3,1.5,70,82.4
2019-09-02,19,18,0.016,0.039,0.4,0.005,21.4,40.4,1.7,70,98.6
2019-09-03,18,13,0.005,0.027,0.4,0.006,23,5.8,1.7,70,95.3
2019-09-04,24,16,0.006,0.03,0.3,0.011,24.5,1.3,1.8,70,93.3
2019-09-05,40,27,0.008,0.039,0.4,0.018,26.5,,1.8,90,88.6
2019-09-06,25,12,0.01,0.02,0.3,0.009,27,0,2.8,70,84.8
2019-09-07,22,9,0.015,0.01,0.2,0.007,26,12.3,6.5,250,88.1
2019-09-08,29,18,0.007,0.031,0.3,0.019,25.3,1.3,2,200,91.8
2019-09-09,34,22,0.007,0.038,0.4,0.019,27,,1.8,90,85.3
2019-09-10,36,22,0.017,0.03,0.3,0.023,26.7,,3.4,200,87
2019-09-11,27,20,0.016,0.03,0.3,0.013,25.1,13.4,2.6,50,87.6
2019-09-12,13,6,0.028,0.012,0.3,0.004,21.6,3.9,3.8,50,79.9
2019-09-13,11,3,0.029,0.006,0.3,0.004,23.2,,3.1,50,67.6
2019-09-14,22,10,0.019,0.022,0.3,0.018,23.8,,1.9,200,73.9
2019-09-15,21,12,0.023,0.02,0.3,0.011,24.9,,2.3,50,71.4
2019-09-16,18,5,0.023,0.021,0.3,0.004,23.4,,2.8,50,65.5
2019-09-17,24,6,0.026,0.023,0.3,0.004,22.9,,3.5,50,60.3
2019-09-18,25,10,0.023,0.031,0.3,0.007,22.9,,2.3,20,60
2019-09-19,31,8,0.02,0.026,0.3,0.004,21.6,,3.3,50,58.1
2019-09-20,22,5,0.02,0.027,0.3,0.004,21.5,0.3,3.7,90,66.1
2019-09-21,8,4,0.028,0.016,0.3,0.003,18.2,30.4,4.1,50,93.3
2019-09-22,3,2,0.03,0.006,0.3,0.003,18.2,81.6,7.4,50,95.6
2019-09-23,16,11,0.015,0.045,0.4,0.004,17.9,2.5,2.5,290,91.1
2019-09-24,22,12,0.015,0.04,0.4,0.012,19.4,,2.3,340,70.5
2019-09-25,21,10,0.017,0.035,0.4,0.005,20.4,,1.9,50,69.4
2019-09-26,27,10,0.025,0.032,0.3,0.006,22.9,,2.8,50,74.1
2019-09-27,27,14,0.018,0.036,0.3,0.006,22.1,15.3,2.7,50,86.4
2019-09-28,20,14,0.009,0.034,0.4,0.008,22.4,68.2,1.3,50,99.4
2019-09-29,30,26,0.017,0.036,0.4,0.017,23.9,,1.6,200,91.9
2019-09-30,46,36,0.011,0.041,0.4,0.02,24.1,0,2.1,230,89.5
2019-10-01,23,17,0.004,0.041,0.4,0.01,22.4,9.8,1.8,50,95.3
2019-10-02,22,15,0.014,0.025,0.3,0.006,22.7,94.8,3.9,50,97.8
2019-10-03,16,6,0.024,0.02,0.3,0.004,24.6,1.8,6.1,230,74.4
2019-10-04,30,15,0.014,0.038,0.3,0.015,22.9,,2.1,110,75.9
2019-10-05,33,20,0.021,0.031,0.3,0.021,21.7,1.2,3.5,200,81.5
2019-10-06,16,4,0.036,0.013,0.3,0.004,18.7,,3.8,50,61.9
2019-10-07,15,6,0.018,0.031,0.3,0.005,18.3,1.4,2.5,50,79
2019-10-08,20,12,0.033,0.021,0.4,0.003,18.9,,2.4,290,59.1
2019-10-09,23,12,0.03,0.029,0.4,0.005,17.5,,2.2,200,51.1
2019-10-10,35,20,0.019,0.051,0.4,0.012,19.4,,1.6,180,57.4
2019-10-11,29,15,0.026,0.036,0.4,0.004,21.1,,2.4,50,60.3
2019-10-12,36,10,0.035,0.014,0.3,0.003,19.9,,4.9,50,57.4
2019-10-13,23,5,0.03,0.012,0.3,0.004,18,,3.9,50,57.5
2019-10-14,28,10,0.018,0.038,0.4,0.009,18.3,,2.3,20,63.1
2019-10-15,23,8,0.024,0.024,0.3,0.004,15.6,,3.5,50,69.5
2019-10-16,18,8,0.018,0.035,0.4,0.005,16.2,,2.3,50,63
2019-10-17,20,8,0.019,0.032,0.4,0.005,17.1,,3.1,50,65.6
2019-10-18,11,6,0.022,0.028,0.3,0.004,16.8,29.5,3.6,50,92.8
2019-10-19,13,6,0.025,0.024,0.3,0.006,19.1,,1.9,50,77.9
2019-10-20,16,7,0.024,0.024,0.4,0.007,18.7,,2,50,75.1
2019-10-21,19,7,0.022,0.031,0.3,0.004,18.6,,3.2,50,67.5
2019-10-22,21,7,0.027,0.028,0.3,0.004,19,0,3,50,68
2019-10-23,25,9,0.026,0.028,0.4,0.004,18,1.4,3.2,50,73.1
2019-10-24,17,9,0.024,0.026,0.4,0.003,18.4,0,3.5,50,76.6
2019-10-25,19,6,0.022,0.029,0.3,0.007,19.6,,2.1,320,74
2019-10-26,29,14,0.035,0.017,0.4,0.003,17.5,,2.9,340,52.3
2019-10-27,17,8,0.03,0.016,0.3,0.003,14,,2.5,340,41.9
2019-10-28,25,14,0.026,0.035,0.4,0.007,15.4,,3.2,270,55
2019-10-29,93,30,0.029,0.033,0.5,0.008,16.4,,3.1,250,57.1
2019-10-30,38,11,0.027,0.024,0.4,0.004,14.6,,2.9,320,47.1
2019-10-31,33,15,0.024,0.035,0.4,0.007,16.2,,3.3,270,50.8
2019-11-01,96,40,0.027,0.051,0.5,0.009,17.5,,2.4,50,56.1
2019-11-02,50,21,0.025,0.033,0.4,0.006,17.5,,2.1,50,67.1
2019-11-03,53,28,0.034,0.025,0.4,0.006,16.4,2.3,2.2,50,71.9
2019-11-04,20,8,0.016,0.03,0.3,0.004,14.3,,2.7,50,64.8
2019-11-05,28,15,0.017,0.039,0.4,0.005,15.2,,1.4,320,58.8
2019-11-06,39,23,0.022,0.045,0.4,0.007,15.8,,2.4,270,52.1
2019-11-07,38,21,0.028,0.034,0.5,0.006,14.4,,2.3,290,51.4
2019-11-08,40,23,0.025,0.037,0.5,0.005,13.8,,2.1,340,46.8
2019-11-09,35,20,0.022,0.039,0.4,0.007,14.3,,1.8,360,40.8
2019-11-10,27,16,0.02,0.036,0.4,0.013,14.3,1.7,2.8,200,58
2019-11-11,33,15,0.037,0.019,0.5,0.004,14.8,,4.5,270,57
2019-11-12,34,19,0.021,0.04,0.5,0.007,14.2,,2,340,53
2019-11-13,39,20,0.018,0.038,0.5,0.005,13.9,,4.2,270,58.4
2019-11-14,24,9,0.028,0.017,0.3,0.003,7.6,,3,340,33.3
2019-11-15,33,11,0.022,0.033,0.4,0.007,11.2,,3.9,250,47.1
2019-11-16,36,15,0.02,0.042,0.4,0.009,15.1,,3.3,270,65.8
2019-11-17,36,17,0.018,0.035,0.4,0.008,16.3,2,2.2,50,79.5
2019-11-18,38,12,0.034,0.014,0.4,0.004,13.2,6.8,4.9,290,61.8
2019-11-19,31,9,0.024,0.018,0.3,0.003,6.7,,2.1,320,46.8
2019-11-20,22,11,0.018,0.028,0.3,0.005,6.2,,2.4,340,38.3
2019-11-21,17,8,0.011,0.04,0.4,0.004,10.6,,2,50,49
2019-11-22,19,7,0.017,0.033,0.3,0.004,14.5,,3,50,64.3
2019-11-23,20,8,0.016,0.032,0.4,0.005,15.5,,2.3,50,67.6
2019-11-24,26,18,0.011,0.033,0.4,0.005,16,1,1.6,290,86.3
2019-11-25,16,9,0.024,0.019,0.4,0.004,11.6,,3.9,50,65
2019-11-26,15,4,0.018,0.03,0.3,0.004,11.4,,2.9,50,62.8
2019-11-27,24,15,0.011,0.036,0.4,0.004,10.1,,2,340,60.9
2019-11-28,13,6,0.017,0.026,0.4,0.003,9,0,3.4,50,69
2019-11-29,16,9,0.018,0.029,0.4,0.004,8.4,,2.5,340,40.4
2019-11-30,18,11,0.014,0.037,0.5,0.004,11.1,,2,320,58.8
2019-12-01,18,14,0.018,0.029,0.4,0.004,9.5,33.3,2.8,50,92.9
2019-12-02,16,10,0.03,0.014,0.4,0.004,6.6,2.5,3.1,270,53.8
2019-12-03,22,11,0.02,0.026,0.4,0.004,4.6,,2.5,270,52.1
2019-12-04,34,19,0.019,0.036,0.4,0.005,7.2,,2.7,270,50.5
2019-12-05,33,16,0.026,0.024,0.4,0.004,4.6,,2.2,360,39.3
2019-12-06,16,10,0.022,0.023,0.3,0.003,0.2,,3.7,340,25.8
2019-12-07,19,14,0.024,0.021,0.4,0.003,3.6,,2.4,360,40
2019-12-08,33,26,0.018,0.032,0.5,0.006,6.1,,1.9,320,43
2019-12-09,45,34,0.013,0.05,0.6,0.007,7.8,,2.7,270,45.4
2019-12-10,64,39,0.013,0.068,0.7,0.006,11.5,,3.1,250,64.3
2019-12-11,58,36,0.031,0.042,0.5,0.006,12.1,,5.1,250,57.5
2019-12-12,22,9,0.022,0.024,0.3,0.004,4.9,,2.5,340,30.6
2019-12-13,23,12,0.014,0.035,0.4,0.006,6.8,,3.7,270,37.9
2019-12-14,32,21,0.019,0.034,0.5,0.006,8.5,,3.3,20,44.6
2019-12-15,19,11,0.019,0.027,0.4,0.005,9.1,,2.7,50,60.6
2019-12-16,23,11,0.008,0.047,0.5,0.005,10.8,,1.1,110,66.6
2019-12-17,39,24,0.008,0.054,0.7,0.007,12.8,0,2.5,270,78.9
2019-12-18,29,20,0.024,0.026,0.4,0.004,10.4,,3.5,340,42.9
2019-12-19,25,16,0.03,0.019,0.3,0.004,6.6,,3.2,340,29.4
2019-12-20,24,20,0.022,0.026,0.4,0.004,5,,1.9,340,40
2019-12-21,37,29,0.012,0.039,0.5,0.004,4.3,,1.8,340,41.6
2019-12-22,40,33,0.014,0.038,0.5,0.004,6.5,,1.6,50,49.1
2019-12-23,42,34,0.02,0.041,0.5,0.005,8.2,,2.3,340,47.4
2019-12-24,46,37,0.014,0.042,0.6,0.005,7.7,,1.5,340,57.3
2019-12-25,33,25,0.012,0.044,0.5,0.005,10.7,,1.6,20,52.1
2019-12-26,29,20,0.016,0.038,0.5,0.004,7.8,1.7,3,20,59.8
2019-12-27,23,11,0.03,0.018,0.3,0.003,3.6,,3.2,290,35.4
2019-12-28,31,19,0.016,0.035,0.5,0.005,4.1,,2.1,200,34.1
2019-12-29,39,27,0.003,0.047,0.6,0.005,6.5,11.4,1.3,50,66.5
2019-12-30,24,19,0.014,0.033,0.5,0.004,9.6,1.4,2.2,290,81.5
2019-12-31,17,10,0.033,0.013,0.3,0.003,0.1,,3,360,28.3
2020-01-01,16,14,0.025,0.013,0.3,0.003,1.9,,2.3,340,44
2020-01-02,46,38,0.022,0.026,0.5,0.003,4.1,,2.8,320,53.1
2020-01-03,51,41,0.026,0.026,0.5,0.004,5.9,,3,250,43
2020-01-04,29,23,0.028,0.019,0.4,0.004,5.5,,2.9,340,34.8
2020-01-05,36,28,0.014,0.038,0.5,0.004,7.4,,1.3,340,51.1
2020-01-06,25,18,0.002,0.055,0.5,0.004,7.8,10.7,1.5,50,89.4
2020-01-07,18,10,0.021,0.033,0.4,0.004,14.4,26.3,6.1,230,96.6
2020-01-08,15,9,0.028,0.018,0.5,0.003,8.8,0,6.4,290,63.5
2020-01-09,27,21,0.029,0.02,0.4,0.003,5.3,,2.6,290,48
2020-01-10,35,26,0.015,0.04,0.5,0.003,5.9,,1.8,290,40.5
2020-01-11,38,32,0.026,0.029,0.5,0.003,5.9,,3.3,340,39.5
2020-01-12,33,29,0.032,0.011,0.4,0.002,4.6,,4.4,290,45.4
2020-01-13,18,14,0.022,0.023,0.3,0.002,3.5,,3.3,270,47.3
2020-01-14,28,23,0.017,0.028,0.4,0.003,2.1,,2.4,340,39.8
2020-01-15,31,28,0.02,0.029,0.4,0.003,2.4,,2.7,320,39.6
2020-01-16,27,20,0.011,0.037,0.4,0.003,3.8,,2.2,340,31.1
2020-01-17,28,20,0.01,0.042,0.4,0.003,6.4,,1.7,340,39.6
2020-01-18,23,18,0.019,0.026,0.4,0.003,5.3,2.6,3.2,340,60.9
2020-01-19,37,33,0.033,0.018,0.5,0.003,4.9,,3.9,250,40.9
2020-01-20,56,47,0.027,0.026,0.5,0.003,5.1,,2.7,270,45.6
2020-01-21,31,19,0.016,0.037,0.4,0.003,5,,2.2,20,47.5
2020-01-22,29,18,0.003,0.053,0.5,0.003,7.7,9.6,1.8,50,82.3
2020-01-23,14,12,0.01,0.035,0.5,0.003,8.8,4.9,2.6,50,97.1
2020-01-24,33,20,0.024,0.025,0.4,0.003,10.2,,2.4,50,64
2020-01-25,19,9,0.029,0.01,0.3,0.003,9.1,0,2.9,50,66
2020-01-26,11,4,0.023,0.013,0.3,0.003,9.5,0,3.9,50,64
2020-01-27,6,3,0.019,0.011,0.3,0.002,6.7,73.3,6,50,96
2020-01-28,11,4,0.021,0.025,0.3,0.003,8.9,0.3,3.8,20,69.6
2020-01-29,20,9,0.017,0.03,0.4,0.003,8.5,0,2.2,20,59.6
2020-01-30,20,9,0.018,0.031,0.4,0.003,7.1,0,2.3,50,55.3
2020-01-31,26,16,0.016,0.037,0.4,0.003,6.3,,2,340,51.8
2020-02-01,49,41,0.028,0.023,0.5,0.004,5.6,,2.4,360,50.1
2020-02-02,68,62,0.026,0.034,0.6,0.004,7.1,,2.1,250,49.9
2020-02-03,42,34,0.026,0.027,0.5,0.004,5.6,,2.2,340,42.8
2020-02-04,26,20,0.024,0.022,0.4,0.004,5.2,,3.9,340,34
2020-02-05,24,18,0.029,0.016,0.4,0.003,1.8,,3.6,360,26
2020-02-06,17,13,0.017,0.027,0.4,0.003,1.2,,3,340,36.4
2020-02-07,27,20,0.019,0.032,0.4,0.003,5,,2.4,340,41.5
2020-02-08,32,28,0.031,0.014,0.4,0.003,4.1,,2.9,340,41.3
2020-02-09,27,25,0.03,0.015,0.4,0.003,3.8,,3.8,340,38.6
2020-02-10,48,40,0.022,0.043,0.6,0.004,6.3,,2.2,250,47.4
2020-02-11,50,43,0.022,0.044,0.6,0.005,9.7,,1.7,230,59.6
2020-02-12,30,28,0.013,0.045,0.6,0.004,11.7,32.7,3,270,94.6
2020-02-13,19,12,0.021,0.034,0.5,0.004,11.4,,3.7,250,81.3
2020-02-14,44,32,0.013,0.052,0.6,0.005,12.3,,2.1,50,73.5
2020-02-15,27,19,0.035,0.03,0.4,0.004,12.8,,3.1,50,75.4
2020-02-16,12,8,0.03,0.014,0.4,0.003,7,4.1,4.6,290,65.5
2020-02-17,14,10,0.024,0.012,0.3,0.003,0.1,,6.8,290,42.3
2020-02-18,18,15,0.022,0.018,0.4,0.003,1.2,,2.8,290,36.8
2020-02-19,28,22,0.02,0.038,0.5,0.004,6.1,,2.5,340,38.4
2020-02-20,39,30,0.013,0.054,0.5,0.005,9.3,,1.5,90,45.9
2020-02-21,35,24,0.02,0.047,0.5,0.004,11,4.1,1.8,50,63.3
2020-02-22,52,23,0.037,0.017,0.4,0.003,9.5,0.7,5.9,270,44
2020-02-23,19,13,0.025,0.017,0.3,0.003,6,,3.8,270,40.5
2020-02-24,23,13,0.02,0.041,0.4,0.005,10.8,0,4.3,230,46.9
2020-02-25,8,7,0.014,0.039,0.4,0.003,9.7,49.8,3.1,50,94.3
2020-02-26,16,9,0.025,0.029,0.4,0.003,9.5,1.8,3,50,79.3
2020-02-27,15,7,0.018,0.029,0.3,0.003,6.8,1.5,3,50,66.4
2020-02-28,17,11,0.008,0.045,0.4,0.004,6.9,0.2,1.7,50,70
2020-02-29,16,9,0.014,0.034,0.4,0.004,9.5,,2,50,72.9
2020-03-01,20,13,0.028,0.024,0.4,0.004,10.8,,2.4,50,67.3
2020-03-02,25,20,0.029,0.022,0.4,0.004,8.5,,3.3,270,50.9
2020-03-03,16,9,0.018,0.033,0.4,0.004,8.7,,2.9,50,63.9
2020-03-04,23,14,0.025,0.024,0.4,0.003,7.9,,3.6,270,43.1
2020-03-05,32,32,0.024,0.028,0.5,0.004,5.1,,3.6,270,42.3
2020-03-06,32,27,0.02,0.041,0.5,0.004,8.1,,3,200,46.4
2020-03-07,24,21,0.015,0.044,0.5,0.003,8.2,7,1.7,50,75.6
2020-03-08,23,18,0.029,0.021,0.4,0.003,10.4,,2.8,50,67.3
2020-03-09,21,14,0.017,0.036,0.4,0.004,11,11,2.2,50,79.5
2020-03-10,12,12,0.028,0.022,0.4,0.003,9.9,13.9,,,83.6
2020-03-11,25,15,0.028,0.018,0.4,0.003,7.8,,3.3,270,37
2020-03-12,31,11,0.022,0.03,0.4,0.005,9.5,,4.1,180,39.5
2020-03-13,40,21,0.029,0.034,0.4,0.004,11.6,,3.3,250,48.5
2020-03-14,20,7,0.033,0.012,0.3,0.003,8.2,,3.1,270,21
2020-03-15,32,15,0.028,0.009,0.4,0.003,7.7,0,5.3,250,39.6
2020-03-16,23,12,0.037,0.016,0.3,0.004,6.6,,4.7,320,43
2020-03-17,31,14,0.04,0.023,0.4,0.005,11.1,,6,250,48.1
2020-03-18,49,28,0.038,0.035,0.4,0.005,12.2,,3.7,230,50
2020-03-19,56,20,0.043,0.02,0.4,0.004,12.6,,6.7,250,55.1
2020-03-20,47,8,0.03,0.022,0.4,0.004,10.4,,5.1,250,38.8
2020-03-21,38,11,0.037,0.023,0.3,0.005,13.7,,6.6,250,64.3
2020-03-22,38,17,0.037,0.016,0.4,0.003,14.1,,4.4,70,67.5
2020-03-23,41,17,0.03,0.031,0.4,0.005,12.6,,3.6,50,46
2020-03-24,30,17,0.027,0.035,0.4,0.005,11.5,,3,90,52.3
2020-03-25,28,17,0.021,0.044,0.4,0.005,13,,1.6,180,57.1
2020-03-26,33,23,0.008,0.051,0.5,0.005,14.5,24.6,1.6,50,83.1
2020-03-27,26,17,0.015,0.032,0.4,0.004,13.7,1.9,2.8,230,97.6
2020-03-28,28,11,0.027,0.018,0.4,0.004,9.4,0.4,3.1,50,69.6
2020-03-29,23,6,0.036,0.013,0.3,0.004,10.4,,3.6,50,58.1
2020-03-30,24,8,0.026,0.03,0.3,0.005,11.6,,2.8,50,62.9
2020-03-31,23,10,0.021,0.03,0.4,0.004,12.9,,2.8,50,65.1
2020-04-01,29,18,0.027,0.038,0.4,0.005,12.5,2.7,2.7,50,60.1
2020-04-02,27,17,0.033,0.029,0.4,0.005,11.5,,3.5,180,42.8
2020-04-03,34,23,0.033,0.037,0.4,0.006,13.8,,3.8,200,38.6
2020-04-04,43,24,0.049,0.017,0.4,0.005,12.8,,4,50,43.3
2020-04-05,28,11,0.039,0.017,0.3,0.005,9.7,,3.4,320,43.4
2020-04-06,35,18,0.039,0.031,0.4,0.005,11.7,,3.8,200,47.3
2020-04-07,70,34,0.057,0.029,0.5,0.006,14.5,,3.4,290,39.6
2020-04-08,50,26,0.052,0.02,0.4,0.005,13.3,,3.6,270,44.9
2020-04-09,35,20,0.04,0.022,0.4,0.004,11.8,,3.2,50,47.8
2020-04-10,19,10,0.024,0.031,0.4,0.004,10,0,2.6,50,54.8
2020-04-11,20,13,0.026,0.031,0.4,0.004,10.5,2.9,2.1,250,68.1
2020-04-12,16,11,0.043,0.013,0.3,0.003,9,12,4,50,79.4
2020-04-13,18,10,0.033,0.023,0.3,0.003,10.1,0,3.5,50,43.3
2020-04-14,29,15,0.032,0.036,0.4,0.005,15.1,,3.9,230,32.9
2020-04-15,41,25,0.026,0.043,0.5,0.006,14.5,,3.1,270,44.6
2020-04-16,38,18,0.033,0.025,0.3,0.004,12.9,,3.5,50,65.5
2020-04-17,22,13,0.019,0.038,0.4,0.003,12.2,32.6,2.3,50,88.6
2020-04-18,35,19,0.039,0.024,0.4,0.003,13.9,,2.6,180,73.4
2020-04-19,17,9,0.042,0.016,0.3,0.003,11.8,33.2,3.2,70,84.5
2020-04-20,18,10,0.045,0.02,0.4,0.003,14,0.1,4.5,270,68.5
2020-04-21,35,11,0.042,0.014,0.3,0.004,12.2,,5.6,270,31.8
2020-04-22,43,9,0.042,0.012,0.3,0.003,9.3,,5.3,270,33.1
2020-04-23,43,13,0.041,0.014,0.3,0.003,10.3,,3.6,250,36.9
2020-04-24,36,11,0.045,0.016,0.3,0.004,11.1,,5.1,200,39.1
2020-04-25,53,20,0.064,0.023,0.4,0.005,14.8,,6.5,230,60.9
2020-04-26,43,24,0.055,0.016,0.4,0.004,14.2,,3.2,70,53
2020-04-27,32,17,0.04,0.027,0.4,0.005,13.7,,3,230,52.5
2020-04-28,33,15,0.039,0.028,0.4,0.005,14.3,,3.8,270,51
2020-04-29,42,22,0.045,0.037,0.4,0.006,16.2,,3.4,290,42.5
2020-04-30,28,12,0.05,0.02,0.3,0.005,16.9,,6.1,200,64.9
2020-05-01,37,21,0.039,0.018,0.4,0.004,19.5,,5.8,250,77
